County,Division,Year,team,pld,w,d,l,pf,pa,pd,pts,clean_team,Latitude,Longitude
Cork,Division 2,2012,Naomh Aban,11,3,7,1,124,144,-20,7,naomh abán,51.943705,-9.160974
Cork,Division 2,2012,Clyda Rovers,10,3,7,0,105,113,-8,6,clyda rovers,52.082217,-8.629404
Cork,Division 2,2012,Glenville,11,2,8,1,109,146,-37,5,glenville,52.0491,-8.423735
Cork,Division 2,2012,Na Piarsaigh,11,1,9,1,108,182,-74,3,na piarsaigh,51.917597,-8.498522
Cork,Division 3,2012,Newmarket,11,9,2,0,131,94,37,18,newmarket,52.213183,-8.98272
Cork,Division 3,2012,Eire Og,11,7,2,2,178,138,40,16,éire óg,51.875457,-8.669633
Cork,Division 3,2012,Adrigole,11,6,4,1,145,144,1,13,adrigole,51.684475,-9.712323
Cork,Division 3,2012,Grenagh,11,6,4,0,136,101,35,12,grenagh,52.010784,-8.61323
Cork,Division 3,2012,Castletownbere,10,6,4,0,118,120,-2,12,castletownbere,51.643635,-9.925679
Cork,Division 3,2012,Ballydesmond,11,5,4,2,133,139,-6,12,ballydesmond,52.17835,-9.234815
Cork,Division 3,2012,Macroom,10,4,3,3,135,117,18,11,macroom,51.903656,-8.962928
Cork,Division 3,2012,Kinsale,11,4,4,2,113,104,9,10,kinsale,51.710465,-8.532468
Cork,Division 3,2012,St Nicks,11,4,7,0,113,135,-22,8,st nicholas,51.916969,-8.462179
Cork,Division 3,2012,Mallow,11,2,5,2,126,125,1,6,mallow,52.145254,-8.611229
Cork,Division 3,2012,Glanmire,11,3,8,0,104,153,-49,6,glanmire,51.934896,-8.397989
Cork,Division 3,2012,Kildorrery,11,1,10,0,90,152,-62,2,kildorrery,52.244022,-8.428417
Cork,Division 4,2012,Glanworth,11,9,1,1,196,109,87,19,glanworthharbour rovers,52.195434,-8.361423
Cork,Division 4,2012,Cill na Martra,11,8,1,2,161,116,45,18,cill na martra,51.899095,-9.083582
Cork,Division 4,2012,Ballinora,11,7,3,1,177,127,50,15,ballinora,51.853758,-8.566739
Cork,Division 4,2012,Canovee,10,6,4,0,136,134,2,12,canovee,51.902706,-8.853864
Cork,Division 4,2012,Cloyne,10,6,4,0,116,118,-2,12,cloyne,51.865344,-8.121082
Cork,Division 4,2012,Fermoy,9,5,4,0,119,119,0,10,fermoy,52.143969,-8.274292
Cork,Division 4,2012,Kanturk,8,4,3,1,144,120,24,9,kanturk,52.181691,-8.900043
Cork,Division 4,2012,Youghal,11,3,5,3,93,92,1,9,youghal,51.952536,-7.860442
Cork,Division 4,2012,Mayfield,10,3,6,1,118,142,-24,7,mayfield,51.910899,-8.416721
Cork,Division 4,2012,Carrigaline,9,2,6,1,109,139,-30,5,carrigaline,51.811564,-8.380157
Cork,Division 4,2012,Aghabullogue,10,2,8,0,99,149,-50,4,aghabullogue,51.906736,-8.786975
Cork,Division 4,2012,Killavullen,10,0,10,0,91,194,-103,0,killavullen,52.148761,-8.512461
Cork,Division 1,2011,Carbery Rangers,11,9,2,0,174,133,41,18,carbery rangers,51.584973,-9.025214
Cork,Division 1,2011,Castlehaven,10,8,1,1,154,122,32,17,castlehaven,51.5549859,-9.1453135
Cork,Division 1,2011,Nemo Rangers,11,6,4,1,158,131,27,13,nemo rangers,51.875648,-8.451202
Cork,Division 1,2011,Ballincollig,11,6,4,1,154,147,7,13,ballincollig,51.892668,-8.588427
Cork,Division 1,2011,Dohenys,11,5,4,2,144,133,11,12,dohenys,51.714607,-9.110283
Cork,Division 1,2011,Douglas,11,4,4,3,133,123,10,11,douglas,51.874471,-8.442898
Cork,Division 1,2011,O Donovan Rossa,11,3,4,4,137,150,-13,10,o donovan rossa,51.554668,-9.271324
Cork,Division 1,2011,St Finbarrs,10,4,5,1,132,150,-18,9,st finbarrs,51.877578,-8.498696
Cork,Division 1,2011,Ilen Rovers,9,3,4,2,124,118,6,8,ilen rovers,51.498446,-9.353486
Cork,Division 1,2011,Bishopstown,11,3,7,1,128,153,-25,7,bishopstown,51.884612,-8.521593
Cork,Division 1,2011,St Vincents,11,2,7,2,136,169,-33,6,st vincents,51.911086,-8.496097
Cork,Division 1,2011,Clonakilty,11,1,8,2,117,162,-45,4,clonakilty,51.621193,-8.925509
Cork,Division 2,2011,Kiskeam,11,9,0,2,211,125,86,18,kiskeam,52.178037,-9.155935
Cork,Division 2,2011,Newcestown,10,8,1,1,163,120,43,17,newcestown,51.781081,-8.863664
Cork,Division 2,2011,Nemo Rangers,11,7,0,4,152,125,27,14,nemo rangers,51.875648,-8.451202
Cork,Division 2,2011,Naomh Aban,10,5,1,4,157,136,21,11,naomh abán,51.943705,-9.160974
Cork,Division 2,2011,Glenville,10,4,2,4,98,119,-21,10,glenville,52.0491,-8.423735
Cork,Division 2,2011,Na Piarsaigh,9,4,2,3,124,134,-10,10,na piarsaigh,51.917597,-8.498522
Cork,Division 2,2011,Valley Rovers,11,4,1,6,143,144,-1,9,valley rovers,51.785103,-8.691404
Cork,Division 2,2011,Aghada,9,4,1,4,109,130,-21,9,aghada,51.847754,-8.193244
Cork,Division 2,2011,St Michaels,11,4,1,6,118,158,-40,9,st michaels,51.889803,-8.393282
Cork,Division 2,2011,Bantry Blues,10,3,2,5,135,141,-6,8,bantry blues,51.688064,-9.447689
Cork,Division 2,2011,Beara,9,2,0,7,102,123,-21,4,beara,,
Cork,Division 2,2011,St Nicks,9,0,1,8,76,133,-57,1,st nicholas,51.916969,-8.462179
Cork,Division 3,2011,Béal Átha'n Ghaorthaidh,11,8,2,1,170,146,24,17,béal athan ghaorthaidh,51.850675,-9.23088
Cork,Division 3,2011,Macroom,11,7,2,2,146,113,33,16,macroom,51.903656,-8.962928
Cork,Division 3,2011,Clyda Rovers,11,7,2,2,136,111,25,16,clyda rovers,52.082217,-8.629404
Cork,Division 3,2011,Kildorrery,10,5,2,3,130,126,4,13,kildorrery,52.244022,-8.428417
Cork,Division 3,2011,Adrigole,10,6,4,0,121,111,10,12,adrigole,51.684475,-9.712323
Cork,Division 3,2011,Grenagh,11,5,5,1,134,122,12,11,grenagh,52.010784,-8.61323
Cork,Division 3,2011,Castletownbere,10,4,4,2,114,114,0,10,castletownbere,51.643635,-9.925679
Cork,Division 3,2011,Newmarket,11,4,5,2,154,157,-3,10,newmarket,52.213183,-8.98272
Cork,Division 3,2011,Kinsale,11,4,7,0,125,136,-11,8,kinsale,51.710465,-8.532468
Cork,Division 3,2011,Mallow,11,2,7,2,127,144,-17,6,mallow,52.145254,-8.611229
Cork,Division 3,2011,Eire Og,11,2,8,1,123,159,-36,5,éire óg,51.875457,-8.669633
Cork,Division 3,2011,Mayfield,10,2,8,0,112,153,-41,4,mayfield,51.910899,-8.416721
Cork,Division 4,2011,Ballinora,12,9,1,2,173,123,50,19,ballinora,51.853758,-8.566739
Cork,Division 4,2011,Glanmire,11,9,0,2,131,99,32,18,glanmire,51.934896,-8.397989
Cork,Division 4,2011,Ballydesmond,10,7,1,2,135,113,22,15,ballydesmond,52.17835,-9.234815
Cork,Division 4,2011,Glanworth,11,6,1,4,161,137,24,13,glanworthharbour rovers,52.195434,-8.361423
Cork,Division 4,2011,Carrigaline,9,5,2,2,153,101,52,12,carrigaline,51.811564,-8.380157
Cork,Division 4,2011,Fermoy,10,6,0,4,134,100,34,12,fermoy,52.143969,-8.274292
Cork,Division 4,2011,Youghal,8,5,2,1,114,100,14,12,youghal,51.952536,-7.860442
Cork,Division 4,2011,Cill na Martra,10,4,1,5,115,113,2,9,cill na martra,51.899095,-9.083582
Cork,Division 4,2011,Canovee,12,3,2,7,173,184,-11,8,canovee,51.902706,-8.853864
Cork,Division 4,2011,Aghabullogue,12,2,2,8,127,146,-19,6,aghabullogue,51.906736,-8.786975
Cork,Division 4,2011,Cloyne,10,2,1,7,111,146,-35,5,cloyne,51.865344,-8.121082
Cork,Division 4,2011,Killavullen,9,1,1,7,70,140,-70,3,killavullen,52.148761,-8.512461
Cork,Division 4,2011,Ballyclough,10,0,2,8,95,190,-95,2,ballyclough,52.177393,-8.728641
